epoch,accuracy,loss,val_accuracy,val_loss
0,0.5888077616691589,0.6796560883522034,0.4901960790157318,0.7106903195381165
1,0.6788321137428284,0.618920087814331,0.529411792755127,0.6064640283584595
2,0.7116788029670715,0.584459662437439,0.7058823704719543,0.5507423281669617
3,0.7639902830123901,0.527731716632843,0.6078431606292725,0.6518648266792297
4,0.7749391794204712,0.49499744176864624,0.6470588445663452,0.6350143551826477
